text,label,source,filename
Ovarian antral folliculogenesis during the human menstrual cycle: a review,plant_genetics,pdf,arxiv_1808.00301v1_Advances in computational modeling approaches in pituitary g.pdf
The research was conducted using comprehensive field trials and laboratory analyses over 2 growing seasons,environmental_factors,synthetic,unknown
Integration of multiple technologies offers unprecedented opportunities for sustainable agriculture practices,crop_management,synthetic,unknown
"Furthermore, it is obvious that the soybean pods are generally small, dense, and overlapped, making it particularly challenging for the considered task of soybean pod counting and localization",plant_genetics,pdf,arxiv_2310.10861v2_SoybeanNet Transformer-Based Convolutional Neural.pdf
"2 interface, novice users can rapidly generate tailored reports to analyse and visualize their own raw sequencing files, gene expression tables, or fetch data from  9,000 published studies containing  300,000 pre-processed RNA-Seq samples",plant_genetics,pdf,arxiv_2011.10372v4_Transcriptome profiling research in urothelial cell carcinom.pdf
Sustainable agriculture requires integrated approaches to disease management that balance productivity with environmental conservation,plant_disease,synthetic,unknown
", nutrients, growth factors, and drugs) and mechanical equilibrium are usually described with PDEs (Bravo et al",crop_management,pdf,arxiv_2502.19333v1_Validating the predictions of mathematical models describing.pdf
"The findings demonstrate significant advances in understanding the complex interactions between pathogen, host, and environment",plant_disease,synthetic,unknown
This section provides comprehensive analysis of Network Analysis applications in Bakteriyel yanıklık management for Roka production,food_security,synthetic,unknown
"Whilst proportionality with shear stress is consistent with the current knowledge of NO production  13 , it means that NO acts as a form of positive feedback on the system: if the vessel dilates, shear stress rises (as ﬂow velocity rises) and so more NO is produced which causes the vessel to dilate further",food_security,pdf,arxiv_1512.09160v1_Modelling the Role of Nitric Oxide in Cerebral Autoregulatio.pdf
"The main purpose of ROS s development is to support code reuse in robotics research, so anyone could be able to use and improve its materials",technology,pdf,arxiv_2206.15042v1_Automated Wheat Disease Detection using a ROS-base.pdf
This study aims to investigate disease patterns through comprehensive field research,plant_disease,synthetic,unknown
"Chapter 14   Quantum Correlations in Biological Cofactors Despite enormous gain in understanding that was made through characterizations of cellular metabolism during the 19th and 20th centuries  1133 , there is still little known about how many small molecules and metabolites control gene expression  1134",plant_genetics,pdf,arxiv_2503.11747v1_Physical Principles of Quantum Biology.pdf
"4 gives a general upper bound for any ligand-receptor association rate, whether it is immunological or not",plant_genetics,pdf,arxiv_1907.03891v2_Quantitative Immunology for Physicists.pdf
Integration of multiple technologies offers unprecedented opportunities for sustainable agriculture practices,crop_management,synthetic,unknown
Recent developments in CRISPR have revolutionized approaches to Beslenme bozukluğu management in Kakao cultivation,crop_management,synthetic,unknown
This investigation focuses on comprehensive disease assessment to address current limitations in control strategies,plant_disease,synthetic,unknown
Optogenetic tools have also been used to control physiological development by patterning cell ion currents and signaling cascades with high spatiotemporal precision  1462,technology,pdf,arxiv_2503.11747v1_Physical Principles of Quantum Biology.pdf
"Furthermore, the use of attention schemes has proven to improve the classiﬁcation accuracy of CNN-based tomato disease recognition models  33",plant_disease,pdf,arxiv_2209.11214v1_Siamese Network-based Lightweight Framework for To.pdf
These findings contribute to growing evidence supporting advanced approaches for sustainable disease management,plant_disease,synthetic,unknown
"Yet, a better measure that characterizes the disease spread is its basic reproductive number, R0, deﬁned intuitively as  the average number of secondary cases of infection generated by one primary case in a susceptible host population  (Anderson and May, 1986)",plant_disease,pdf,arxiv_1410.0587v1_The effect of spatial scales on the reproductive f.pdf
"Hyperspectral cameras are the modern imaging- based spectroscopy equipment that captures multiple images within the spectral range of ultraviolet (UV), visible, NIR and SWIR wavelength ranges and identifies the change in biochemicals in citrus disease infected plants  29",plant_disease,pdf,arxiv_2403.04820v1_Optical Screening of Citrus Leaf Diseases Using La.pdf
Yield losses were reduced from 52  in controls to lower levels in treated plots,crop_management,synthetic,unknown
This section provides comprehensive analysis of Proteomics applications in Sıcaklık stresi management for Çilek production,food_security,synthetic,unknown
"The increasing global population demands enhanced agricultural productivity, yet plant diseases continue to limit crop production",food_security,synthetic,unknown
"As controls, the DvRGA1 and DvPP2C genes in 11 randomly selected mutants were also obtained and sequenced by the same method",plant_genetics,pdf,arxiv_1708.05475v1_Map-based cloning of the gene Pm21 that confers br.pdf
"While diverse and complex processes specific to the geochemistry of the metallic compound present in the soil and the biochemistry and physiology of metal up-take by the plant, govern the process of phytoextraction at the molecular level  6, 3 , these factors ultimately affect the efficiency of phytoextraction at the whole plant level  7, 8 , via the mass Mmetal of heavy metal extracted from the soil per crop",crop_management,pdf,arxiv_0706.0349v1_The Light Quanta Modulated Physiological Response of Brassic.pdf
"Swindell WR, Xing X, Voorhees JJ, Elder JT, Johnston A, Gudjonsson JE",environmental_factors,pdf,arxiv_2011.10372v4_Transcriptome profiling research in urothelial cell carcinom.pdf
Recent developments in PCR have revolutionized approaches to Gövde nematodu management in Susam cultivation,crop_management,synthetic,unknown
"Figure 33: Tomato Leaf Diseases Classification Loss Function, Optimizer, Metrics:   Loss Function: Cross entropy loss ( 17",plant_disease,pdf,arxiv_2312.08659v1_On the Image-Based Detection of Tomato and Corn le.pdf
Recent developments in Computer Vision have revolutionized approaches to Gövde nematodu management in Kivi cultivation,crop_management,synthetic,unknown
Drone Technology techniques were applied for continuous monitoring and data collection,technology,synthetic,unknown
"Positioning a) Registration When the robot performs the counting task, collecting the color image and the registered depth image with the detection information of grape bunches at a certain time t",technology,pdf,arxiv_2412.10464v1_Automatic Detection Positioning and Counting of G.pdf
"The findings demonstrate significant advances in understanding the complex interactions between pathogen, host, and environment",plant_disease,synthetic,unknown
"For example, the heart rate is controlled in part by feedback from blood pressure sensors in the neck",technology,pdf,arxiv_1512.09160v1_Modelling the Role of Nitric Oxide in Cerebral Autoregulatio.pdf
The research was conducted using comprehensive field trials and laboratory analyses over 4 growing seasons,environmental_factors,synthetic,unknown
Machine learning classifiers are utilized to extract the features of VGG16 and MobileNetV2,technology,pdf,pubmed_40424461_Multi-convolutional neural networks for cotton dis.pdf
In the generic case this subgroup equals all of Pic Vδ (Proposition 2,plant_genetics,pdf,arxiv_0711.4436v1_Tate-Shafarevich groups and K3 surfaces.pdf
Integration of multiple technologies offers unprecedented opportunities for sustainable agriculture practices,crop_management,synthetic,unknown
": Jones and Bartlett)  3  Ptashne M 1986 A genetic switch : gene control and phage  lambda  (Cambridge, Mass",plant_genetics,pdf,arxiv_1605.09489v1_Theory on the mechanism of site-specific DNA-protein interac.pdf
Stochastic modelling and analysis of metabolic heterogeneity in single cells,plant_genetics,pdf,arxiv_2010.03323v1_Computation of single-cell metabolite distributions using mi.pdf
The threshold for selecting the SNP rare or rich regions is 10 SNPs in a sliding window of length 250,environmental_factors,pdf,arxiv_1810.13027v1_Whole genome single nucleotide polymorphism genotyping of St.pdf
